EmpID,BiasInfluentialFactor,FitmentPercent
3163,Gender,77.86536
17624,Gender,84.22183
16420,,57.50906
7613,Gender,83.112946
23486,YearsOfExperince,86.66022
6835,Gender,79.72677
10928,EmpScore,79.518196
16470,DegreeBranch,80.092514
9861,Gender,78.9445
16962,YearsOfExperince,88.07987
6603,,45.564297
11967,YearsOfExperince,88.78744
9938,CurrentCompanyType,59.08213
11530,EmpScore,90.60856
16122,DegreeBranch,82.123245
8999,Gender,79.33848
8781,DegreeBranch,82.71022
21993,YearsOfExperince,78.247765
9303,DegreeBranch,80.481384
14387,DegreeBranch,87.634705
17642,Gender,74.78857
16773,YearsOfExperince,78.29306
21172,DegreeBranch,79.21683
19142,Gender,82.92645
16184,YearsOfExperince,90.00541
14204,DegreeBranch,82.44862
12929,Gender,74.57158
6677,Gender,73.980125
18445,,83.15198
11942,DegreeBranch,81.296455
16695,DegreeBranch,80.80813
17399,Gender,78.76055
2699,Gender,80.74809
5339,,55.49258
7735,DegreeBranch,85.48119
6108,DegreeBranch,84.22339
20963,EmpScore,87.78071
3639,DegreeBranch,89.178276
14780,,61.538242
16039,,62.542957
11132,,65.81724
20396,Gender,78.28888
9492,,84.618866
20180,EmpScore,85.40025
6178,,51.18741
9995,,55.955082
16878,,49.43922
17847,DegreeBranch,78.74134
23297,Gender,74.81354
5268,,78.57879
6676,,79.895164
11446,YearsOfExperince,78.764336
8681,MartialStatus,76.658356
14377,YearsOfExperince,80.08408
18470,,51.453465
17718,Gender,80.70615
8515,Gender,86.46022
14303,Gender,80.08969
24081,,79.08602
18655,YearsOfExperince,84.338356
4874,YearsOfExperince,87.52457
20704,DegreeBranch,88.98925
11457,,86.91459
4696,HighestDegree,46.884674
18844,HighestDegree,89.79585
3551,DegreeBranch,72.356865
17481,YearsOfExperince,75.05701
13028,YearsOfExperince,82.93742
8340,,75.86041
8356,,64.10865
5823,,53.49312
7840,Gender,75.4047
17635,DegreeBranch,81.16096
11849,HighestDegree,74.19861
4229,YearsOfExperince,89.6522
11431,Gender,78.81982
13166,Gender,77.886925
14985,Gender,81.51367
11696,,76.9223
13193,Gender,78.86634
19449,CurrentCompanyType,90.57327
14238,Gender,80.385864
4509,YearsOfExperince,82.96872
3052,YearsOfExperince,70.71544
15548,YearsOfExperince,77.47221
3693,,55.47828
3658,Gender,83.472336
4577,YearsOfExperince,81.29165
12692,YearsOfExperince,80.66552
17156,Gender,78.43473
2710,DegreeBranch,88.394745
20429,,56.198463
14736,Gender,77.511604
24010,DegreeBranch,91.78786
20638,,52.180134
11281,,59.248024
12627,Gender,79.78402
9811,YearsOfExperince,81.861946
15768,,53.3856
22504,,55.677586
23829,,57.051704
5862,LatestDegreeCGPA,52.569557
18002,,51.024017
20096,DegreeBranch,82.80171
12475,YearsOfExperince,76.811386
9493,EmpScore,85.13102
20509,Gender,82.72575
22581,Gender,80.53083
8640,DegreeBranch,91.9796
6522,,55.983788
5242,Gender,80.15525
20048,HighestDegree,77.32505
20073,,57.256054
5285,Gender,78.13111
18789,DegreeBranch,88.43339
23144,DegreeBranch,83.22204
23485,DegreeBranch,86.68613
10866,Gender,81.41433
17398,Gender,89.269875
2180,DegreeBranch,86.75844
14471,,79.399826
2066,Gender,74.49766
12579,,79.161194
6936,Gender,77.01651
18594,,60.882034
3087,CurrentCompanyType,79.692505
15260,CurrentCompanyType,92.28334
4048,DegreeBranch,80.92705
22616,YearsOfExperince,77.409065
5932,YearsOfExperince,82.12277
18305,DegreeBranch,77.69207
2871,,57.089577
14604,YearsOfExperince,77.31221
8827,,48.783703
20293,EmpScore,84.51465
16020,Gender,81.570786
17011,,59.51977
9242,Gender,80.87796
4523,Gender,84.59294
22499,Gender,76.544975
5077,Gender,78.13138
4954,DegreeBranch,88.81086
21377,,54.59711
6593,Gender,81.88606
6462,YearsOfExperince,82.26256
7336,,84.100235
10574,Gender,80.620415
14692,EmpScore,87.92763
8824,DegreeBranch,80.54276
16028,,56.078606
13805,,59.401352
3520,EmpScore,82.409904
18923,,57.197025
14292,DegreeBranch,83.17236
7104,DegreeBranch,78.92689
2980,,54.62541
2025,DegreeBranch,89.45288
9002,,52.506245
3126,,85.707436
5586,,56.563595
3420,Gender,86.61857
9545,DegreeBranch,79.35455
20939,Gender,79.87806
20236,DegreeBranch,82.11769
3975,Gender,83.03597
6951,DegreeBranch,79.12091
16678,YearsOfExperince,88.61444
11510,Gender,80.9334
11968,,62.560745
23118,DegreeBranch,83.72072
9138,DegreeBranch,77.32608
18374,,82.8255
4364,YearsOfExperince,86.5206
23261,,80.20473
16502,Gender,76.96167
15432,DegreeBranch,81.8143
17025,DegreeBranch,76.2588
17086,YearsOfExperince,74.31051
18716,DegreeBranch,83.077896
23594,CurrentCompanyType,93.512596
6890,Gender,76.94775
6986,DegreeBranch,80.66055
5028,EmpScore,81.49759
7108,,57.70074
5003,YearsOfExperince,79.99855
4183,DegreeBranch,80.72546
17274,,53.51124
6789,Gender,83.47711
6922,Gender,77.15701
14734,CurrentCompanyType,49.74543
7747,,56.047016
21269,,85.19132
9271,,59.406708
7857,,46.25224
16227,HighestDegree,82.38068
3750,,83.46628
17102,Gender,80.75036
13917,,57.671337
17326,Gender,83.13754
7123,EmpScore,77.51318
6845,DegreeBranch,83.97831
4321,DegreeBranch,86.18976
22731,,50.129517
9059,DegreeBranch,80.062965
5210,DegreeBranch,80.198456
16631,Gender,77.067444
7469,Gender,79.15197
13953,EmpScore,90.754486
21029,DegreeBranch,79.81359
10297,DegreeBranch,77.776085
10108,,78.7178
3879,Gender,76.26024
14547,YearsOfExperince,76.52523
11596,DegreeBranch,91.23435
9570,DegreeBranch,80.22086
9877,EmpScore,83.42708
19664,LatestDegreeCGPA,81.81338
5796,HighestDegree,84.01979
16075,HighestDegree,83.13295
7320,Gender,84.77342
20058,Gender,76.167946
23765,,51.198063
11094,YearsOfExperince,78.44367
17782,Gender,75.133484
5126,DegreeBranch,85.37548
20169,YearsOfExperince,68.81595
15337,,77.93297
4214,YearsOfExperince,83.36126
6015,Gender,80.60237
14271,DegreeBranch,86.601906
14365,,45.539154
10020,,41.955013
15023,Gender,79.05297
18494,HighestDegree,81.52469
4837,EmpScore,85.87052
18511,,82.241455
17336,Gender,79.22853
23796,YearsOfExperince,81.79199
22860,DegreeBranch,80.59329
19964,DegreeBranch,90.479576
9857,EmpScore,89.18956
11394,Gender,84.57332
14028,DegreeBranch,79.24709
13534,YearsOfExperince,71.63097
15702,DegreeBranch,75.703705
12077,,55.293205
9886,HighestDegree,81.215904
18755,DegreeBranch,80.92233
10716,,77.173065
21221,Gender,79.64523
5498,,82.262405
18012,DegreeBranch,79.84111
20584,Gender,89.6304
9003,Gender,79.96075
21596,MartialStatus,80.379715
24303,EmpScore,77.084435
23210,DegreeBranch,78.47095
3705,Gender,80.76991
9904,YearsOfExperince,80.50116
16622,Gender,81.783394
23621,HighestDegree,89.35671
7026,DegreeBranch,82.13788
7122,DegreeBranch,88.05486
24383,EmpScore,81.68588
7145,EmpScore,88.003456
19615,,51.6422
15154,,50.814655
7593,YearsOfExperince,77.51644
11840,,81.01518
22258,,50.58467
3066,,47.80651
4941,Gender,79.509834
7291,HighestDegree,90.47278
6512,Gender,82.33916
18262,,58.931473
6807,YearsOfExperince,90.9916
3571,Gender,78.766815
13400,YearsOfExperince,85.593124
4926,DegreeBranch,79.74082
20809,Gender,81.29499
10431,DegreeBranch,89.48388
9577,YearsOfExperince,82.7324
9078,Gender,78.23663
16817,DegreeBranch,76.71697
23649,DegreeBranch,92.22171
16144,Gender,81.77774
9951,DegreeBranch,90.47717
11628,Gender,83.09256
20931,DegreeBranch,89.54525
11068,DegreeBranch,80.62408
16914,,49.122265
4217,DegreeBranch,81.95469
3170,Gender,76.23108
11239,Gender,84.28385
18845,DegreeBranch,76.85802
19321,HighestDegree,76.97013
15538,DegreeBranch,86.662025
17957,DegreeBranch,75.03444
11040,Gender,79.303444
3539,Gender,77.2434
22970,,81.96541
22936,DegreeBranch,83.62008
15917,,56.630703
21918,YearsOfExperince,80.72172
5069,Gender,77.00606
6282,,49.42771
6719,EmpScore,90.249344
15742,DegreeBranch,81.33523
3144,Gender,93.54576
9462,Gender,80.972015
20810,YearsOfExperince,80.01263
5150,,88.60237
15178,,54.65857
15249,Gender,77.60661
24000,Gender,83.76334
6918,DegreeBranch,77.24832
9038,,57.337986
3985,YearsOfExperince,88.03489
9776,Gender,82.77985
11223,,58.279015
21091,,83.18556
11120,,54.505512
3578,DegreeBranch,84.05275
13296,,49.822422
7800,DegreeBranch,81.5964
4289,,61.02481
16108,,79.89073
10227,DegreeBranch,79.852394
13282,Gender,77.871185
9589,,59.242146
15996,Gender,81.72216
6686,DegreeBranch,82.54183
12175,DegreeBranch,76.30311
13563,,53.66925
24106,CurrentCompanyType,79.7717
21498,DegreeBranch,84.53006
16027,DegreeBranch,93.34494
12977,Gender,84.33915
5886,DegreeBranch,90.20985
11487,,82.35047
10591,DegreeBranch,81.03625
4421,Gender,79.72471
16292,DegreeBranch,80.411316
16923,DegreeBranch,82.21492
9665,,56.163643
8285,,57.823124
18177,EmpScore,87.4001
20774,DegreeBranch,77.24697
17187,EmpScore,74.29616
16583,Gender,79.94978
3147,,66.2721
3430,,55.313683
9165,,79.4034
10270,DegreeBranch,85.91482
24279,DegreeBranch,86.12789
12081,,53.869003
23979,Gender,77.1114
16966,Gender,79.11535
10164,DegreeBranch,92.51733
22117,EmpScore,85.274574
9111,,56.152164
5419,Gender,81.22061
7876,HighestDegree,83.13812
23750,,54.169567
6287,DegreeBranch,86.02452
22136,HighestDegree,77.39927
10430,HighestDegree,81.73549
17871,,58.353683
5439,DegreeBranch,87.967476
18011,,48.62111
7723,Gender,77.62543
2490,YearsOfExperince,83.67025
12098,LatestDegreeCGPA,79.66513
18608,Gender,76.058556
20423,,53.56327
16703,CurrentCompanyType,81.37226
3588,DegreeBranch,90.58265
23917,,54.15296
17419,,50.633114
19629,Gender,82.715416
14778,YearsOfExperince,77.549545
23381,DegreeBranch,82.32567
6058,DegreeBranch,93.91891
2724,Gender,76.27347
9632,Gender,80.99639
18599,DegreeBranch,81.01172
13169,,81.39911
22285,DegreeBranch,89.52504
5276,EmpScore,91.35758
11555,,55.32774
4924,,79.95694
14006,DegreeBranch,81.53279
20113,,53.437645
17523,YearsOfExperince,78.50503
6842,YearsOfExperince,80.62753
21241,YearsOfExperince,82.933716
8559,YearsOfExperince,86.1783
3265,,52.98561
17640,Gender,84.78656
21354,HighestDegree,80.382835
14310,HighestDegree,91.36696
18865,,54.90221
19382,MartialStatus,78.39353
14327,Gender,84.53516
19480,,57.831593
13038,Gender,76.16972
9727,HighestDegree,80.90263
12322,,52.765907
22608,DegreeBranch,93.818565
13170,Gender,82.981606
12271,Gender,78.35426
23620,,81.08329
16442,,49.195507
7824,YearsOfExperince,88.421196
21374,YearsOfExperince,71.527725
10169,DegreeBranch,77.34563
2801,,45.739212
2364,DegreeBranch,83.88594
3702,HighestDegree,77.10029
17941,EmpScore,86.29922
23300,CurrentCompanyType,53.668205
19852,,59.16144
13765,,58.985104
15388,,59.625225
16432,,91.926476
11375,DegreeBranch,81.16898
19329,,60.552654
18288,EmpScore,92.84763
21801,EmpScore,87.59526
19475,,61.351414
11250,Gender,79.44152
20551,DegreeBranch,85.09557
21559,,82.040924
12275,DegreeBranch,75.194305
22469,DegreeBranch,55.064598
3668,EmpScore,83.199455
11433,DegreeBranch,86.898254
8061,YearsOfExperince,80.70384
7297,CurrentCompanyType,88.63982
10673,,48.388847
7006,,52.618896
7938,,58.62592
13442,,78.25971
20070,DegreeBranch,91.35649
12054,DegreeBranch,80.13262
23290,DegreeBranch,76.7041
23569,LatestDegreeCGPA,85.772095
12760,,55.709377
10596,,77.81365
11568,LatestDegreeCGPA,83.74731
19846,YearsOfExperince,79.242546
11852,HighestDegree,79.49518
14410,,80.308044
14522,,77.53733
23222,DegreeBranch,91.55929
10386,Gender,79.116455
24172,Gender,79.28274
4019,,77.98603
8494,,54.77657
19619,,56.103676
15135,YearsOfExperince,89.16583
5607,Gender,80.23461
7504,,58.47047
9124,HighestDegree,79.39836
9339,DegreeBranch,80.563225
4882,CurrentCompanyType,80.64893
12590,DegreeBranch,82.39279
16237,CurrentCompanyType,90.86401
4522,YearsOfExperince,80.30439
8982,Gender,82.81786
24253,,81.44875
19230,YearsOfExperince,82.934525
13000,Gender,80.40043
23928,DegreeBranch,85.60857
16627,,53.91405
20665,Gender,81.4807
21301,YearsOfExperince,78.29761
19440,,77.81873
14095,Gender,76.42113
12835,YearsOfExperince,79.33962
7606,YearsOfExperince,80.97169
6575,,73.53573
11275,HighestDegree,87.07796
11124,YearsOfExperince,80.761696
11877,Gender,79.565
14795,HighestDegree,91.29341
13342,DegreeBranch,81.59246
10125,,58.309464
5991,,81.742226
21558,YearsOfExperince,80.60585
13234,DegreeBranch,90.106445
4436,Gender,82.66954
8373,,56.223568
4734,Gender,85.69225
5039,Gender,82.29028
19087,EmpScore,83.967766
13535,DegreeBranch,78.11616
2621,EmpScore,77.423
18544,Gender,79.87839
6509,,50.843407
22699,DegreeBranch,78.02807
10903,YearsOfExperince,79.65088
4362,EmpScore,83.340546
6925,EmpScore,87.12889
22573,DegreeBranch,82.09018
22667,Gender,80.67687
12563,DegreeBranch,83.0793
21608,,57.600582
9086,DegreeBranch,80.85755
8034,,56.05566
23550,DegreeBranch,92.23853
14803,DegreeBranch,84.8054
11092,,84.89333
19988,,78.99408
22401,,54.69984
2680,Gender,81.226814
23798,Gender,81.92068
13756,Gender,80.69827
15257,,55.43965
8680,DegreeBranch,82.4475
5843,EmpScore,84.48255
21020,Gender,80.69865
6888,DegreeBranch,83.92442
8467,Gender,82.901505
13127,Gender,81.09654
21561,EmpScore,78.4637
5945,DegreeBranch,82.40302
14444,,80.251854
20184,DegreeBranch,88.689476
10722,Gender,80.69119
21378,YearsOfExperince,79.503944
5778,Gender,77.75821
14330,Gender,78.076515
17476,,78.384445
23748,DegreeBranch,78.264465
5189,HighestDegree,86.08586
20815,,83.874
22798,Gender,82.75854
16173,,52.5798
22986,,55.946445
7799,Gender,78.68252
17857,DegreeBranch,96.2065
10095,,80.22222
10090,EmpScore,79.073586
18915,,54.27356
14352,Gender,81.238686
3518,,56.197773
21893,Gender,73.53402
8897,HighestDegree,83.103584
9892,Gender,85.884476
4255,DegreeBranch,89.9754
9205,YearsOfExperince,85.0329
10889,DegreeBranch,89.65323
3297,DegreeBranch,85.006584
14746,,44.57567
9206,,51.654465
20348,DegreeBranch,77.87288
13996,CurrentCompanyType,56.684734
8145,DegreeBranch,79.143745
19409,EmpScore,89.31014
15988,Gender,81.2067
17364,YearsOfExperince,83.753815
8279,YearsOfExperince,84.05475
15462,,84.16689
7744,DegreeBranch,87.34789
15269,HighestDegree,74.611916
20753,YearsOfExperince,83.94181
16251,Gender,83.41686
5180,Gender,82.021164
20977,DegreeBranch,92.64671
24238,DegreeBranch,76.69554
3354,,60.41512
12687,HighestDegree,59.918823
16614,Gender,79.05017
16082,YearsOfExperince,80.77821
21612,DegreeBranch,82.35053
9517,HighestDegree,76.50012
7217,Gender,79.78929
16723,HighestDegree,82.43592
22017,YearsOfExperince,81.223465
3689,DegreeBranch,71.99998
10355,Gender,79.03353
18640,EmpScore,90.290886
6337,Gender,80.80748
15121,,67.42575
9613,LatestDegreeCGPA,83.01133
9597,EmpScore,94.11351
17236,CurrentCompanyType,55.98095
9690,CurrentCompanyType,87.378365
3859,HighestDegree,80.54496
12312,Gender,82.24778
20976,Gender,85.23561
20547,DegreeBranch,89.7576
17281,DegreeBranch,81.23774
18130,,51.984406
10038,,56.064724
11000,Gender,79.499886
5905,YearsOfExperince,80.30692
12104,,55.493458
20310,Gender,79.476395
6051,YearsOfExperince,77.63675
18084,YearsOfExperince,77.77847
11031,YearsOfExperince,84.172676
21712,DegreeBranch,82.77344
5749,Gender,75.757675
23069,YearsOfExperince,90.76262
4845,CurrentCompanyType,87.7608
12747,EmpScore,88.565094
7910,,55.42126
5181,,50.755356
19450,DegreeBranch,85.80988
14281,EmpScore,72.9979
4163,Gender,87.87907
23173,DegreeBranch,82.2514
15984,DegreeBranch,79.4593
15835,,50.30105
18715,CurrentCompanyType,76.761
19869,EmpScore,78.23989
11454,,59.877975
12442,Gender,87.5972
4319,,73.8587
7569,HighestDegree,83.0365
12992,Gender,78.94546
16590,DegreeBranch,78.84231
2873,DegreeBranch,85.22341
12539,EmpScore,87.97451
19233,,58.158314
5566,Gender,80.352234
20393,,73.0048
20673,,83.4272
23889,EmpScore,90.51874
15333,Gender,79.9427
13798,,55.188534
23345,YearsOfExperince,79.381935
2094,DegreeBranch,83.87504
8658,DegreeBranch,82.06668
12675,DegreeBranch,88.276825
12383,YearsOfExperince,95.47429
10776,CurrentCompanyType,78.69544
19347,,51.72668
20064,,80.87844
11504,DegreeBranch,84.124626
8485,CurrentCompanyType,74.8306
23017,,57.675323
3854,YearsOfExperince,83.56043
3300,,81.00433
14706,,48.59214
5436,Gender,71.10445
18056,Gender,83.27798
15355,MartialStatus,79.43752
10665,,53.833084
11491,EmpScore,79.33848
24274,Gender,82.39809
23543,EmpScore,89.66255
24025,DegreeBranch,83.55576
15712,YearsOfExperince,76.244194
9994,DegreeBranch,81.449295
18022,,52.996872
2242,,80.69598
11335,EmpScore,85.33025
2647,YearsOfExperince,77.989334
8834,,58.86978
13603,Gender,79.9729
17639,Gender,80.29097
23054,Gender,83.10109
6109,YearsOfExperince,79.77264
23208,Gender,81.92632
13412,Gender,78.37988
4997,Gender,76.64
19082,EmpScore,90.178986
16057,DegreeBranch,79.746376
13972,HighestDegree,79.67165
23972,DegreeBranch,84.03663
10005,,58.765137
9388,,81.87414
6043,HighestDegree,83.573135
21796,,50.826103
7411,EmpScore,90.64446
20010,,80.60664
20664,,79.413124
20033,DegreeBranch,77.73157
9627,DegreeBranch,77.3522
17307,DegreeBranch,80.77038
24146,CurrentCompanyType,78.1036
5045,Gender,80.89627
17483,DegreeBranch,78.03268
22411,DegreeBranch,79.37671
18349,Gender,81.680176
11871,,55.0794
13325,Gender,76.77389
5785,YearsOfExperince,82.94077
15832,DegreeBranch,90.83361
16728,,78.22432
21960,Gender,79.02902
13589,,57.270397
16299,Gender,80.316086
20778,YearsOfExperince,90.86945
18733,,74.68267
7167,Gender,78.303085
5531,YearsOfExperince,84.388885
15689,DegreeBranch,84.9266
15983,HighestDegree,90.83723
9007,CurrentCompanyType,89.03569
17268,,56.198044
17732,DegreeBranch,72.0134
13360,Gender,78.881836
3025,Gender,82.16246
23698,,55.45208
4343,,48.484837
18472,EmpScore,90.82557
14051,,49.49739
5575,Gender,81.38398
10441,Gender,81.54353
20910,Gender,80.40414
7481,Gender,84.05463
7962,DegreeBranch,85.19586
9178,Gender,75.59142
22441,DegreeBranch,82.575165
13550,,51.097507
22463,,87.212135
18736,,56.98589
19797,,48.583454
14102,,56.139336
15137,DegreeBranch,91.95692
14931,EmpScore,80.66011
13043,EmpScore,78.398926
24153,HighestDegree,88.03683
17839,,59.432953
23008,HighestDegree,74.90034
21099,,87.935646
3212,DegreeBranch,76.76441
13565,YearsOfExperince,77.08853
15678,,81.46395
16761,DegreeBranch,87.232925
13861,YearsOfExperince,80.65007
17675,YearsOfExperince,75.60659
13448,Gender,78.9485
14146,Gender,78.62652
16496,DegreeBranch,84.31138
9807,,64.70958
10266,YearsOfExperince,80.3319
4366,Gender,79.241516
12320,,59.900784
10870,,56.8244
19770,DegreeBranch,87.05212
4622,,53.411545
23170,DegreeBranch,82.21663
23655,YearsOfExperince,83.5806
18742,,54.539917
6683,,55.46472
13371,Gender,82.38663
21400,DegreeBranch,86.025185
8871,Gender,71.53863
24030,,73.53583
20446,Gender,78.44121
9725,DegreeBranch,95.96457
6928,,55.589794
18034,Gender,77.53927
23491,DegreeBranch,79.39757
9194,Gender,79.80378
6631,DegreeBranch,90.8804
18165,,73.8889
17310,,85.70644
11237,,51.27631
4172,HighestDegree,77.42251
4584,,82.219154
22001,,52.33805
16326,Gender,83.25533
19762,DegreeBranch,85.10973
22492,DegreeBranch,89.282036
23046,DegreeBranch,81.637436
13749,Gender,83.90646
21493,Gender,79.99664
17063,,88.22236
17392,,55.92078
7276,,54.14417
21643,Gender,77.12601
17525,Gender,80.255066
23770,Gender,83.63217
21349,YearsOfExperince,83.17595
5432,CurrentCompanyType,80.868454
11688,Gender,80.88059
19968,EmpScore,99.99785
4497,Gender,80.12344
17537,Gender,80.56469
19316,DegreeBranch,75.94966
11478,,50.87446
6328,YearsOfExperince,79.771614
11866,DegreeBranch,87.93325
7077,,80.283226
19317,YearsOfExperince,85.61958
19933,,54.03637
5360,CurrentCompanyType,49.661377
19069,DegreeBranch,84.76172
3759,LatestDegreeCGPA,82.82179
13658,,51.754852
24104,Gender,80.08047
21910,,58.87375
5256,EmpScore,91.61827
2992,,56.519833
21375,,54.849255
2070,EmpScore,88.34035
19996,,59.006638
4457,Gender,81.474976
13797,CurrentCompanyType,89.1565
22648,,80.023926
22835,Gender,77.732056
16842,YearsOfExperince,75.44363
5385,YearsOfExperince,85.24518
22536,Gender,81.50223
19198,,78.25537
20669,Gender,76.510735
23095,Gender,78.62958
14413,Gender,79.72033
10254,Gender,78.90057
3795,,55.57359
21860,YearsOfExperince,78.914055
2012,,61.66815
3204,DegreeBranch,75.9688
14509,DegreeBranch,81.915535
7774,Gender,80.71627
13850,YearsOfExperince,81.7481
23893,HighestDegree,81.81084
18593,DegreeBranch,81.4722
12550,Gender,71.763374
2295,YearsOfExperince,89.966995
17971,YearsOfExperince,81.96531
20645,,51.05966
17375,YearsOfExperince,93.97005
3045,,53.51555
20059,Gender,76.325554
23908,,54.504917
7782,,80.24733
20141,Gender,84.87328
21448,DegreeBranch,85.490654
13519,CurrentCompanyType,94.023254
2956,DegreeBranch,82.56677
13702,,51.35095
21463,HighestDegree,85.85167
6592,DegreeBranch,80.54275
4446,,56.849873
11635,,47.473793
16694,YearsOfExperince,82.40981
5729,YearsOfExperince,80.6359
3586,DegreeBranch,90.75222
2080,YearsOfExperince,79.05598
4681,MartialStatus,84.7159
2975,EmpScore,81.14992
23400,,57.73632
16268,,85.505424
14239,EmpScore,84.57607
14229,Gender,81.683815
18981,,84.76829
21878,Gender,78.96564
19928,,57.80034
3722,DegreeBranch,78.01753
2552,Gender,82.15706
5278,DegreeBranch,82.011635
3172,DegreeBranch,80.87816
4898,,76.1538
6615,YearsOfExperince,79.07975
17551,DegreeBranch,82.26684
11694,DegreeBranch,89.03827
8799,DegreeBranch,85.55974
22738,EmpScore,94.191025
16913,Gender,80.2985
11581,,54.173393
13004,CurrentCompanyType,89.09648
20887,Gender,77.55231
21487,Gender,79.370125
22942,,59.2935
11323,Gender,77.23216
4711,Gender,82.37219
15876,,46.772434
8921,DegreeBranch,57.34165
7595,,54.337532
22767,,51.33773
6578,Gender,76.25581
17810,DegreeBranch,82.286156
4001,Gender,83.59002
16887,,58.73625
14168,,56.51987
20796,,52.64768
22362,DegreeBranch,76.80992
19469,,56.335976
17229,Gender,81.280365
18791,LatestDegreeCGPA,76.76633
16615,DegreeBranch,83.094894
3832,DegreeBranch,81.779015
22305,Gender,83.80307
7732,YearsOfExperince,69.70934
9000,DegreeBranch,77.01333
3207,,51.546196
6812,CurrentCompanyType,58.374466
3624,Gender,80.53772
5994,EmpScore,90.63008
12432,DegreeBranch,80.738464
8549,YearsOfExperince,78.8775
20390,,52.76381
3662,,56.98764
14313,,51.723087
6289,Gender,79.76947
3728,Gender,78.50228
9868,,56.746155
8913,DegreeBranch,73.80392
10217,DegreeBranch,79.069405
18958,DegreeBranch,86.89948
14488,Gender,79.984535
17295,LatestDegreeCGPA,73.72393
6814,Gender,76.26609
21950,DegreeBranch,82.849884
19459,DegreeBranch,90.32875
15611,DegreeBranch,76.78311
13438,Gender,81.47373
9233,,82.98964
21254,,80.447655
13977,HighestDegree,83.22497
14763,Gender,82.99182
20265,CurrentCompanyType,54.644096
13123,Gender,77.778824
12097,HighestDegree,93.121826
22923,Gender,83.067085
19368,EmpScore,90.50352
21795,DegreeBranch,89.57535
20160,,82.16083
16523,,59.53499
4659,LatestDegreeCGPA,82.94766
4879,,83.36512
11630,,51.355515
21457,Gender,80.96763
23080,Gender,78.25157
15003,,55.376427
2392,EmpScore,84.63565
11974,YearsOfExperince,83.362625
3143,Gender,84.2021
8380,Gender,76.69601
21026,,57.199883
19843,Gender,79.34732
16137,Gender,77.05085
15369,,54.77286
7458,DegreeBranch,80.25852
21906,,49.88491
23563,Gender,79.945305
22101,,80.68693
10486,Gender,83.640976
19029,,86.874916
2045,DegreeBranch,89.88298
6003,HighestDegree,88.10071
9115,,57.284096
10246,DegreeBranch,83.51446
5307,Gender,77.450424
18708,,60.290043
4560,YearsOfExperince,79.83161
19704,,54.168026
24173,EmpScore,81.129776
23687,Gender,77.15467
21637,DegreeBranch,82.0306
2963,,55.07169
13385,Gender,80.0839
18871,YearsOfExperince,85.46388
5832,,56.001072
5089,CurrentCompanyType,57.365486
22886,DegreeBranch,80.04764
2465,HighestDegree,87.33436
12024,DegreeBranch,91.20512
18975,,78.99196
15328,DegreeBranch,78.08227
9595,DegreeBranch,79.33742
14474,,52.36602
8657,Gender,79.9238
8861,DegreeBranch,82.069084
16203,,76.47389
20086,DegreeBranch,81.118996
14863,,59.737484
12891,HighestDegree,76.9515
7203,DegreeBranch,81.549484
23191,EmpScore,90.35785
2549,YearsOfExperince,83.79972
12877,DegreeBranch,73.63566
18631,,57.54223
14615,HighestDegree,75.79201
15771,DegreeBranch,90.14618
15811,,54.28978
23743,,53.43114
8536,EmpScore,71.7703
17819,,54.45049
17855,DegreeBranch,90.307495
9199,Gender,82.82808
4405,Gender,79.53963
12004,Gender,77.833435
12258,Gender,72.71813
2218,YearsOfExperince,79.11306
9267,,82.395706
8775,EmpScore,89.4702
11070,CurrentCompanyType,56.036816
16094,DegreeBranch,90.88979
7343,,58.76679
11178,EmpScore,78.13023
15299,Gender,82.41027
7537,YearsOfExperince,82.351974
20769,DegreeBranch,93.13312
20772,Gender,82.90216
20190,,51.721695
2272,CurrentCompanyType,88.46889
4408,,49.437054
15639,Gender,83.60306
16209,YearsOfExperince,78.35311
14031,Gender,82.64059
5577,DegreeBranch,87.9092
15410,,80.29846
24056,DegreeBranch,82.68379
5817,DegreeBranch,53.257603
15128,CurrentCompanyType,87.03937
16098,DegreeBranch,82.719635
13480,YearsOfExperince,71.73347
23077,YearsOfExperince,77.9472
14641,Gender,82.24835
17684,,48.622395
7311,,50.03954
22098,,60.435074
18854,DegreeBranch,77.47711
13775,EmpScore,90.95931
7752,,59.072613
8022,,53.517414
7890,,55.130943
9505,,54.49907
16071,,54.473476
18477,DegreeBranch,84.189575
4085,,52.435673
24244,DegreeBranch,88.38762
11984,,54.106808
15949,Gender,81.56169
14532,,54.699577
18031,CurrentCompanyType,63.739017
15590,Gender,74.91723
20525,LatestDegreeCGPA,85.84737
6415,,76.68018
8881,,53.65866
9514,HighestDegree,73.76632
10130,EmpScore,80.92487
14360,,54.741894
16373,DegreeBranch,80.69447
20757,,79.84064
6260,DegreeBranch,79.11445
11063,HighestDegree,87.70424
24338,Gender,80.84566
13882,YearsOfExperince,89.3452
8677,DegreeBranch,82.437515
15927,Gender,82.81045
7647,,53.045204
21967,CurrentCompanyType,55.15432
5323,Gender,75.8421
9969,DegreeBranch,80.05604
6611,EmpScore,80.60023
4663,Gender,86.02337
24296,,61.41462
13273,DegreeBranch,93.70995
10484,DegreeBranch,82.37935
10106,HighestDegree,92.03599
15302,YearsOfExperince,75.98012
5413,,76.00925
13241,DegreeBranch,81.53039
3277,,45.503788
19537,,59.262905
12269,YearsOfExperince,92.31541
